probeID	BETA	SE	P_VAL	FDR	DeltaMeth	N
cg18828306	1.00105421753241e-06	1.87735068800684e-07	9.69921741812919e-08	0.0367148356615412	0.83702192071164	210
cg15454195	-5.15644240739789e-08	1.05522626332028e-08	1.02605187886876e-06	0.131126253418136	0.115396719151053	210
cg10124011	-1.33243977310615e-07	2.75720060227826e-08	1.34773636913823e-06	0.131126253418136	0.148846438424851	210
cg26251069	1.55371786961415e-08	3.21938700045016e-09	1.39211980055828e-06	0.131126253418136	0.0220701703756435	209
cg14493742	-5.32096280496385e-08	1.11261030981996e-08	1.73202741917682e-06	0.131126253418136	-0.200135775914954	207
cg16120833	6.32389795583376e-08	1.36393543736934e-08	3.54343998378715e-06	0.165474050350696	0.159657185554224	209
cg12612527	2.62095294386755e-08	5.65962708318187e-09	3.63967107945302e-06	0.165474050350696	0.0459207290490169	209
cg19471040	-5.69774879921183e-08	1.24096398522056e-08	4.4030510345385e-06	0.165474050350696	-0.230137515171954	209
cg05385923	-3.60973902235619e-08	7.89084250792188e-09	4.77147400490272e-06	0.165474050350696	0.106288250458854	209
cg07190903	-3.1932750220487e-08	7.00320453700162e-09	5.12184428171951e-06	0.165474050350696	0.110459448000125	209
cg06377362	-3.07986536533126e-08	7.54363108065332e-09	4.4508588719972e-05	0.221684396349025	0.0559096336686902	210
cg26663490	5.27178201897893e-08	1.35134021092338e-08	9.57364655329311e-05	0.276353238998061	0.178712229194795	210
cg12535402	6.11150038331258e-08	1.6184555859739e-08	0.000159283212248102	0.299970703806582	-0.228932444739069	209
cg05175353	-2.10976811508193e-08	5.82058817022551e-09	0.00028933645614531	0.341583051243654	0.0552915223098516	210
cg19599395	-3.4283522939786e-08	9.9774282131385e-09	0.000590135227555701	0.408384366046745	0.122986754388767	183
cg07682179	-2.81083971964261e-08	8.32341296607856e-09	0.000732736369970452	0.427095502644944	0.0957150897756773	210
cg15781525	-3.52032822820171e-08	1.04567132182144e-08	0.000761085963968246	0.431999491169751	0.0791097593874535	210
cg27633763	-1.05736947315691e-08	3.17923932777818e-09	0.000881472026400961	0.461503640444898	0.022569523917248	202
cg13708301	-2.42053556219891e-08	7.30164813136305e-09	0.00091625522695562	0.464156634164928	0.0658746083349676	210
cg08797669	1.15694630091221e-08	3.519589748033e-09	0.00101202460338104	0.474115991604256	0.0294659807177545	210
cg18707028	-3.94202795697632e-07	1.20074650960679e-07	0.00102715594401441	0.476069923691171	-0.975543214855181	210
cg06958537	6.35032923627547e-08	1.97629950042584e-08	0.00131245497287717	0.508465679206191	0.0943037903383272	210
cg09189258	3.10472535860431e-08	9.77103592076834e-09	0.00148561860425245	0.515332791363855	-0.0558070058332155	203
cg21658291	1.20335940306773e-08	3.84898987688034e-09	0.00176943152773741	0.533272288153306	0.032356536299739	208
cg14179575	-3.09458073350789e-08	1.0037439361147e-08	0.00204898964095774	0.546590729210921	0.183424961760223	209
cg14260522	-7.55185137464846e-08	2.45041567912109e-08	0.0020570780927381	0.546739125149531	0.177227108514289	210
cg27434863	-3.23048089641309e-08	1.04841195678936e-08	0.00206092850710934	0.546739125149531	0.101757403131359	210
cg18208268	-1.99237574910392e-08	6.46604234967388e-09	0.00206105176702443	0.546739125149531	0.0527248561405984	210
cg25032968	-2.18307790807805e-08	7.15515317684842e-09	0.00228037396818125	0.560155145795926	0.0822895158048386	206
cg17161617	6.20946908747238e-08	2.05951829099495e-08	0.00256970435498127	0.575728755550453	-0.204586530836075	210
cg06259339	-1.80515365090573e-08	5.9879925148621e-09	0.00257299347493852	0.575728755550453	0.0982771188204734	207
cg06402284	2.37493575121959e-08	7.95102121844719e-09	0.0028176946418691	0.585377045008897	-0.0511590397108547	210
cg03424478	-2.49326328448897e-08	8.35279395905695e-09	0.00283629063290576	0.586482017030262	0.0724064670792698	209
cg05274755	2.77691465112136e-08	9.31207998303538e-09	0.002863193673495	0.587991462502965	0.0689649061212069	209
cg05172956	-2.82242127938019e-08	9.49576592664692e-09	0.00295583013729434	0.58994520849745	0.0674147116056806	210
cg00417291	-2.84894726607123e-08	9.66344294560674e-09	0.00319661217017479	0.596071872525995	0.0612141340007026	210
cg11392550	-1.95211184589433e-08	6.62385726466241e-09	0.00320777484036005	0.597270950034851	0.0734781850791932	209
cg25504273	-2.41174591220351e-08	8.24110738789558e-09	0.00342818448549499	0.601932498124641	0.124889898707224	209
cg13860309	-3.41662380691748e-08	1.19138874344658e-08	0.00413381503229717	0.629760379767206	0.164921286313323	210
cg04387597	5.95838958417948e-08	2.08686528684474e-08	0.00430115639268514	0.633001897361775	0.21022850470575	210
cg17606183	6.53680246438675e-08	2.29831944678883e-08	0.00445278161333811	0.637251128628857	0.195288773649014	209
cg13471352	-3.00361189591876e-08	1.06212691501895e-08	0.00468512442652303	0.643097456706758	0.0622255269925486	210
cg19474546	-7.50638135755471e-08	2.65902800003203e-08	0.00475796236652543	0.645069927256835	-0.219931385619424	210
cg24211908	6.14192313336462e-08	2.18768751373535e-08	0.00499283573607154	0.647153953949796	0.152597009353764	210
cg02730139	-2.55292400317046e-08	9.12747162654485e-09	0.00515847475580842	0.647790170570778	0.0775152436963472	210
cg26938013	-1.45223513649088e-08	5.19765850881782e-09	0.00520575830193088	0.647790170570778	0.114690118592004	210
cg27354537	4.96292178445046e-08	1.77966427207403e-08	0.00529226288313188	0.648947663817118	0.0900882222706982	210
cg05504279	-4.79288178937344e-08	1.71993643698712e-08	0.00532539659319932	0.650274931424177	0.149616273192081	206
cg25592206	-8.57686407171371e-08	3.08098367702694e-08	0.00537249844545684	0.65152654720328	0.170493302840107	210
cg21289015	2.89350336179418e-08	1.04170510889294e-08	0.00547517552147914	0.652495667678644	0.0631299859141246	210
cg21285773	-2.47755268489042e-08	8.96910149296647e-09	0.00573922288936779	0.65789316391741	0.16723416247146	208
cg18705240	1.19541980400888e-08	4.33580012261613e-09	0.00583180145630791	0.660003947764438	0.0294739502506708	210
cg00152646	-2.39883462806599e-08	8.73758963238011e-09	0.0060433648367547	0.662680912025304	0.117772951434461	207
cg23014487	5.57071783409768e-08	2.03097722157627e-08	0.00609037562272987	0.662686191474441	0.0975312309774382	210
cg04012266	1.39073113099162e-08	5.07680419792912e-09	0.00615546122107326	0.664396869689666	0.0498428488414453	210
cg12455309	-4.39930372575511e-08	1.6076896249417e-08	0.00621129067654706	0.664709063335898	0.117557839207742	209
cg20564273	1.85774695728141e-08	6.80917622147137e-09	0.0063661849106651	0.668881169931939	0.052766944942157	210
cg26474203	-3.28199038438523e-08	1.2074811975377e-08	0.00656685523401134	0.67156743051614	0.137602630019446	209
cg24499605	4.61424156765481e-08	1.71138550653853e-08	0.00701350541933083	0.674380059902074	0.196984337799891	209
cg03082523	2.17487107988772e-08	8.08729071434908e-09	0.00716137136216428	0.677651655291208	-0.184866770695125	207
cg17377211	-3.47775550904128e-08	1.30598278480055e-08	0.00774609229165139	0.692451251212099	0.101652955789325	210
cg03081173	7.41992219734078e-08	2.79459517731025e-08	0.0079285528312392	0.696017350978734	-0.167883485409237	210
cg07625131	1.03824628918313e-08	3.91508006297757e-09	0.00800364852754295	0.697813397918164	0.0359319058458121	209
cg00491404	-3.35656028248724e-08	1.26647418246008e-08	0.00804158604272742	0.697813397918164	-0.203258640274658	210
cg18134851	-3.40463428517937e-08	1.28864423051657e-08	0.00824112149623131	0.700183901715475	0.176613854225239	210
cg04724646	-2.90342686405934e-08	1.1058660086072e-08	0.00865274032426437	0.705135932379998	0.106206425340854	210
cg20677962	-2.02313139634329e-08	7.70919854232596e-09	0.00868251454595637	0.705217075649569	0.0470814114714705	210
cg19485103	-1.15691398328068e-08	4.40900343719701e-09	0.00869087150788996	0.705217075649569	0.0322661612721962	210
cg20731110	-1.74152104628977e-08	6.68701841020568e-09	0.00920537619243848	0.715082686650029	0.072958375594253	208
cg16739976	-2.50661500860237e-08	9.66181520367278e-09	0.00947693915147431	0.717755839288551	0.18856547457604	208
cg03436798	-1.80634519480174e-08	6.98220332090219e-09	0.00967957968707658	0.721701547577555	0.0902141096914475	207
cg15127270	-1.76900363448378e-08	6.87042849480522e-09	0.0100295656192159	0.725761579225315	0.0930432330680907	208
cg26906639	-1.57230313169664e-08	6.14781405057404e-09	0.010542771169257	0.732525422599095	0.0594019554375593	210
cg22679949	-4.59199613840382e-08	1.81301224808604e-08	0.011315572364554	0.740932169078721	0.151155471602101	210
cg21682062	1.02471445294378e-08	4.06826088828092e-09	0.0117754782034642	0.743944861925067	0.0222607382165927	210
cg14048834	1.80157523147474e-08	7.20065323422848e-09	0.0123507590041821	0.749588297080178	0.0315265228297271	210
cg17245188	-1.72021369571879e-08	6.88763840274224e-09	0.0125059147020976	0.750504894173824	0.0452919672503894	210
cg23169784	-1.54804243022437e-08	6.21751752129619e-09	0.0127812153475504	0.75418933287134	0.0735081084135887	210
cg03091668	3.75680748194838e-08	1.52032431316827e-08	0.0134714481864299	0.761884576649173	0.212462373017611	210
cg05887869	-2.23060030362386e-08	9.05217665996577e-09	0.0137335154563836	0.763840539240738	0.171123585327151	208
cg14793931	-3.18889024881696e-08	1.29858949337281e-08	0.0140627349342235	0.766223950143427	0.15267425912809	210
cg23323395	-2.27512832325391e-08	9.27032506904581e-09	0.014119624649825	0.767483916886395	0.071499978213418	210
cg17557540	1.7907319610692e-08	7.30416708028233e-09	0.014219974500071	0.769010812960343	0.0936891892043218	210
cg01015354	-4.7605440446714e-08	1.94547598706594e-08	0.0144058172413021	0.770202904437572	-0.1526742747218	210
cg08509737	1.81526697812027e-08	7.4329091607472e-09	0.0145979533315285	0.771013512457716	0.0979565205544966	207
cg16956007	-2.06150100713044e-08	8.44845342566093e-09	0.0146834908565893	0.7711155005422	0.103893902976962	210
cg07639720	1.21897094520357e-08	5.01107771219651e-09	0.0149928191738073	0.77297345449499	0.0304819584635871	209
cg10310081	1.6334998439294e-08	6.7339660680206e-09	0.0152762882254634	0.77802327416646	0.0762964028822023	210
cg04741211	-7.22593646651846e-08	2.98958989821565e-08	0.0156476124426865	0.781412633834412	0.212627930511056	210
cg19851563	-8.87574132789919e-08	3.67911335213916e-08	0.0158449507549972	0.781484749816736	0.212495266842287	208
cg10408731	4.7742952902232e-08	1.98257566287885e-08	0.0160345730616891	0.781484749816736	0.4221916108871	210
cg04353131	-3.64422933890782e-08	1.52528662375213e-08	0.0168846696065139	0.787548312979925	0.139801383836824	210
cg00459119	-2.73491604621995e-08	1.15802957860492e-08	0.0181914586491545	0.790658325681433	0.258472111365832	210
cg18214323	-1.74912599700039e-08	7.4159852327333e-09	0.0183445684987996	0.79134391933044	0.0570854487453068	210
cg11022236	-4.56213958403332e-08	1.93461990140811e-08	0.0183658693527905	0.791721442841271	0.110559123162498	210
cg16451527	-8.99897616803359e-08	3.82376383698363e-08	0.0186009051172837	0.793860196782361	0.286536875558801	210
cg21327194	4.54792286814042e-08	1.93641096796033e-08	0.0188423596339358	0.794906781930673	0.176495622447639	210
cg04537729	-1.02086755647155e-08	4.36480736105907e-09	0.0193426539155845	0.79748044357834	0.0274841814560721	210
cg14836018	-4.0965400578926e-08	1.75429242947658e-08	0.0195354642996397	0.800567006950288	-0.185004974675086	209
cg11167100	-9.69901900402128e-09	4.16048656658073e-09	0.0197416415982333	0.800748736667471	0.0189676974987987	210
cg26774079	1.2362549910154e-08	5.30819212012944e-09	0.0198613566236161	0.801561279106131	0.0536265239350968	210
cg16109423	3.98125027955695e-08	1.71447488891993e-08	0.0202254122445618	0.802730538953559	0.0972000737553314	210
cg08896715	1.2040047400654e-08	5.18566114347217e-09	0.020243921704785	0.802730538953559	0.0425301769635699	210
cg11976166	2.59273122080902e-08	1.12076309852999e-08	0.0207027220814746	0.804259032877584	-0.113237559417974	210
cg08173915	3.48179019193666e-08	1.50740440033758e-08	0.020899688323326	0.805645857189797	0.402041882512685	210
cg14805174	-3.42152610727982e-08	1.49298029303571e-08	0.0219205173274319	0.813416299527586	0.133194862714744	210
cg05986866	-1.25454029320852e-08	5.48130070963955e-09	0.0220930767489323	0.813953795179657	0.051457789114339	210
cg13701180	-1.53586162933598e-08	6.71950731720717e-09	0.022273223053252	0.81547410442558	0.0997183028550406	210
cg14853443	-4.41097432625848e-08	1.93261280134167e-08	0.0224663803083378	0.816456367247483	-0.200528287355941	210
cg08315283	-1.24840854555326e-08	5.47298795968755e-09	0.022546285434442	0.816969528876843	0.0309586197070537	210
cg06830665	1.02963251020297e-08	4.52468114869221e-09	0.02287048193999	0.819634588422054	0.0355076250251698	210
cg13240253	-4.39417985014467e-08	1.93294410289673e-08	0.0230075461055365	0.820069534605758	0.146475771678153	210
cg23187727	2.20489241136255e-08	9.70014833530631e-09	0.023023154966585	0.820239712199651	0.0807894156502436	210
cg01727625	2.39241311626415e-08	1.05341503563954e-08	0.0231407969503658	0.820834143987746	0.269671084212121	210
cg07050011	-2.22270560903452e-08	9.78865446743043e-09	0.0231654025299329	0.820834143987746	0.173013550493777	206
cg26493487	-1.88019109885751e-08	8.30378008881959e-09	0.0235581734931711	0.821600345647312	0.139649881556898	208
cg20016490	-7.12954703223171e-08	3.15780453649587e-08	0.0239609766636103	0.824104679579199	0.233251285022308	206
cg14603103	2.09852790471502e-08	9.30266877968646e-09	0.0240810121619693	0.825079820575569	0.0517488583835351	210
cg08087047	-2.22133688199344e-08	9.86437143935807e-09	0.0243299328325116	0.827022158966678	0.16134782834659	210
cg01624305	8.09195384200035e-09	3.6050206726847e-09	0.0247916048858294	0.828396658402675	0.0345401672251567	210
cg09682213	-3.84869387009927e-08	1.71586269137986e-08	0.0248962938738924	0.828396658402675	0.130495857744677	210
cg01576146	-3.19727118098131e-08	1.4265511770857e-08	0.0250092796556278	0.828396658402675	0.0949242850690232	210
cg16701048	1.31590621258193e-08	5.88728344172065e-09	0.0254063819920754	0.828396658402675	0.0458482668103807	208
cg24007644	-1.72634159345236e-08	7.73268410715138e-09	0.0255802391519114	0.828396658402675	0.136650015886278	210
cg16978797	-1.07893795571193e-08	4.83342177026206e-09	0.0255988023911932	0.828474417899415	0.0279904946157158	210
cg17679104	2.08594210409305e-08	9.34623486693118e-09	0.0256246891856046	0.828659199275339	0.0553108052383877	210
cg17356733	4.37425878024119e-08	1.96205608005749e-08	0.0257855758633081	0.828920820634293	0.395106006449872	210
cg23360101	4.0781651670904e-08	1.83012692442351e-08	0.0258571177272729	0.828920820634293	-0.159641550481978	210
cg00030466	-1.58726248011159e-08	7.12620630120835e-09	0.0259232428543402	0.829168570770152	0.0865614538662067	205
cg25350122	2.19490272333832e-08	9.90382699277422e-09	0.0266766615262508	0.833240150235923	-0.0809184467492054	210
cg10322499	-2.66447863083456e-08	1.20258784162983e-08	0.0267174833991042	0.833550759818431	-0.0607415330332167	210
cg03068659	-1.21368919346872e-08	5.48154307608194e-09	0.026819298442017	0.833725465816758	0.0789554758477438	209
cg06179127	-2.71529921138059e-08	1.22781458849378e-08	0.0270019502478122	0.833725465816758	0.112386121945233	210
cg08946854	-1.87049534689861e-08	8.49157774957005e-09	0.0276112895977025	0.835674817805197	0.0999198380819724	208
cg06720048	1.10876146987465e-08	5.05484231585919e-09	0.028273964836093	0.837573731112	0.0652751030769383	210
cg12776171	3.59890943511564e-08	1.64546206609285e-08	0.0287299312085276	0.839083799523733	0.209509024691458	210
cg10665960	-2.45645251791601e-08	1.1256534081181e-08	0.0290913904920332	0.841496405332937	0.0635233877985508	210
cg13375758	9.95438245489948e-09	4.56530135173862e-09	0.0292245897111604	0.842172096199071	0.0420305893678041	210
cg16481791	1.89238257653414e-08	8.67926069348155e-09	0.029231529865639	0.842172096199071	0.0783425722272261	207
cg07891369	-1.98224372385173e-08	9.09167757498251e-09	0.0292364319087638	0.842172096199071	0.129871409893949	207
cg00421223	-4.24992346264665e-08	1.95498379067233e-08	0.0297132531453942	0.844263772314688	0.143306252187641	210
cg24249248	-8.86534129728916e-08	4.08062098295397e-08	0.0298144207735316	0.844263772314688	-0.180331988625235	210
cg15130481	-1.58144264352843e-08	7.3016657088502e-09	0.0303214602112943	0.845778719736078	0.0697464296523521	210
cg23820103	2.30279130160884e-08	1.06500544945539e-08	0.0306001217443051	0.84696034723011	0.09570041778976	207
cg02541031	8.94945054416925e-09	4.14085450430455e-09	0.0306754970009435	0.84696034723011	0.0422873273842608	210
cg04837020	2.80653216944098e-08	1.30065757804678e-08	0.0309449847894331	0.848044953000386	0.0740702023051302	210
cg04895360	-2.2684951662962e-08	1.05344597235917e-08	0.0312869120177365	0.849621818243266	0.0877351946955794	210
cg24969605	-6.44420135645262e-09	2.99890925516681e-09	0.031646419233595	0.851282380483915	0.0167335496335047	210
cg27032957	-9.99601053315375e-09	4.65918791182563e-09	0.0319176423458624	0.852580116276105	0.0456926363487614	210
cg21340129	-9.38068855627981e-09	4.37268709221622e-09	0.0319295457626548	0.852764319783929	0.0362101154185354	209
cg02899039	1.02571061225625e-08	4.78268404350669e-09	0.0319821331587668	0.852918472109387	0.0285609519201461	210
cg03393862	1.71657810817876e-08	8.03070898750152e-09	0.0325559230531067	0.855144494268489	0.106378760434565	209
cg06913517	-1.19407677090675e-08	5.6092447107055e-09	0.0332736505631771	0.857741546293864	0.0440673188326933	209
cg16095593	-1.54143984784277e-08	7.25918767546116e-09	0.0337175864811571	0.85878780543855	0.0748518885694944	210
cg23252997	-1.73281893048653e-08	8.16721711661893e-09	0.0338649475363398	0.859471423474918	0.067813440215601	210
cg02710015	-7.08747227478135e-08	3.34293182546607e-08	0.0339945231398668	0.859836154329623	0.29108061846609	210
cg10473907	-1.9846209464944e-08	9.37528835341192e-09	0.0342714002726004	0.861383008741546	0.169605291888172	210
cg07091552	-1.68312560522206e-08	7.96098136282963e-09	0.0344965882946803	0.861673316193759	0.180548196221095	207
cg15333967	-2.07190618976541e-08	9.80644080954426e-09	0.0346177695795406	0.862710190739887	0.0676541084498147	210
cg06805880	-1.45402897842778e-08	6.88731998989387e-09	0.0347578715854052	0.862903210328023	0.106412162614912	208
